70031;-1.3580056252772628;-1.6268816652874458;-1.601272675423884
70030;0.07752752726755185;-0.28589486674244785;-0.36516894940676525
-1-1-1-1-1;0.0;0.0;0.0
00720;0.14968696026636275;-0.7048487879335478;0.40155733095023083
601-10;-0.37646354752546485;-0.8132644818221212;-0.8660780601246671
06021;-1.7450333474840607;0.0872187579240126;0.08146472613374355
07111;0.6722552410111152;0.5008967315980378;0.723511987380267
06020;-0.434820073785291;-0.08163556198947852;0.11863138895447077
601-11;-0.28966350829916887;0.1760242412979779;-0.044550851723746135
07110;0.22158092644111912;0.33527524547656223;0.20820760405245653
60111;-0.2325732720570465;-0.053430156993259474;-0.30694583046519186
60110;-0.4667505401127821;0.2470967825957104;0.1811905655711283
071020;0.002568726538475674;0.034461872205600264;0.053140923190837075
001012;0.1570055881436436;0.8352930526415965;0.6698275626214636
0100-10;0.22973116553567224;0.2831049323008917;0.2785925890762703
00710;0.47876568967993843;-1.999991370350799;0.6949079772778246
0100-12;0.10739972646508694;-0.03248243707207282;0.17153258133519453
0100-11;0.010718081052293174;0.04058495386262881;0.013724052791252064
76131;0.028163313220040107;0.09761260654763015;0.1666308308982432
606-11;0.024235563412043415;0.3017741292330862;0.21853248664439784
606-10;-0.14599291028167935;-1.4674275215352164;-0.4274974114479395
00031;0.3397914167430811;0.4151084073810564;0.3319504061630569
06131;0.16794643491626435;0.10449454706074172;0.0958809614920835
00032;0.4694095419439103;0.4820588314243615;0.4814714635347045
06130;0.11597831197768456;0.11307715044415884;0.11395957292124989
00030;0.41241310868205777;0.31330305201746733;0.31593532361785454
06132;0.3143488416234028;0.3177827140025489;0.3192397873568203
06011;-1.9998379685532188;0.608762923867952;0.5993424011499925
001020;0.2326897993431455;0.2536812435448542;0.22406692638421727
60121;-0.16454137709690264;0.14042298269694575;-0.6407215254440357
60120;0.0646125207562461;-0.8441381657521448;-0.6378433857238378
001022;0.24871864903115257;0.29548014126584093;0.40519109703609507
70731;-0.016511750731189434;0.16272471884530548;0.05408451615320303
00622;0.7104328400776091;-0.639883989822104;0.3867033048351335
77130;-0.14630040695298474;0.37187511355567726;-0.16520767360947566
00620;0.8792000182626072;-1.763723481016358;0.36639099030957045
07131;0.31266693254182604;0.1510479152140679;0.09931999012845297
07011;-1.9962975008471273;0.6512402801778264;0.7180815798350659
07130;0.228563274612349;0.2655686932663238;0.29889588363070607
60011;-0.4976183715444501;0.11099045735837859;-0.3227205345689069
60131;-0.6859063771550917;0.5317146834939654;-0.47859046903441094
60010;0.07812829630903202;-0.58824069203907;-0.6143349332482154
60130;-0.720723321071925;-0.5050614384180998;-0.5157130221085119
0610-10;0.06794692185874587;0.08269914708110254;0.49815006688849955
0106-11;0.07333653280817348;-0.8251499168573212;0.15172566203108354
070-11;-1.9952878454900127;0.18715176953984736;0.19767738323626463
070-10;0.02148219425050707;0.24007559010683513;0.24790218174997855
70620;0.23820374790752577;7.027937693780406E-4;0.04010274789230445
00612;0.537754797090258;-0.7442371486425716;0.48696366607607244
00611;-0.7039443013821214;-1.999902161403527;0.5854613589658884
00610;0.29406149599719816;-1.91675605355508;0.40792548058997385
00730;0.2763438376397096;-1.8976256959422748;0.18656683603693375
76031;0.23488340962637969;0.20510368495171477;0.24447236733564845
761-11;0.16702993313893705;0.08936731074007283;0.2538639033472659
06032;-1.9437068196092933;0.2724334852956515;0.26600096350260166
06031;-1.9999998984275504;0.09052978856531754;0.1996094536115963
600-10;0.028661280498953525;-1.1136257727542402;-1.1976075168534628
